title,placeUrl,website,rating,reviewCount,address,phoneNumber,email,company,city,personal_opener,subject_1,subject_2,subject_3,email_1,followup_1,followup_2,segment
Botel Dunajsky Pivovar,https://www.google.com/maps/place/Botel+Dunajsky+Pivovar/data=!4m10!3m9!1s0x476c896b22f78ed5:0xd871bdf3a864b1a8!5m2!4m1!1i2!8m2!3d48.1372066!4d17.1126696!16s%2Fg%2F11f66tc3yl!19sChIJ1Y73ImuJbEcRqLFkqPO9cdg,http://www.dunajskypivovar.sk/,3.7,238.0,"Tyršovo nábrežie, 851 01 Bratislava-Petržalka, Slovakia",+421 948 418 934,dunajskypivovar@dunajskypivovar.sk,Botel Dunajsky Pivovar,Bratislava,"Všimol som si Botel Dunajsky Pivovar v Bratislava – máte hodnotenie 3.7 (238 recenzií), pekný signál, že máte dobrý servis.",Botel Dunajsky Pivovar: menej zmeškaných rezervácií (AI recepcia),Krátka otázka k recepcii v Botel Dunajsky Pivovar,Bratislava: riešite hovory aj mimo služby?,"Ahoj,
Všimol som si Botel Dunajsky Pivovar v Bratislava – máte hodnotenie 3.7 (238 recenzií), pekný signál, že máte dobrý servis.

Pomáham ubytovaniam nasadiť AI recepciu, ktorá:
- zdvihne telefón / odpovie na správy 24/7 (SK/EN),
- vybaví typické otázky (dostupnosť, check‑in/out, parkovanie, platby),
- a keď ide o niečo špeciálne, prepojí to na človeka alebo pošle prehľad do emailu/WhatsAppu.

Zmysel je jednoduchý: menej zmeškaných hovorov = viac rezervácií a pokojnejšia recepcia.

Ak chcete, pripravím 30‑sekundovú ukážku “ako by to znelo” priamo pre Botel Dunajsky Pivovar. 
Stačí mi napísať, či je u vás väčší problém telefón alebo správy.

— Adam","Subject: Re: Botel Dunajsky Pivovar

Ahoj,
len krátky bump: ak by AI recepcia riešila jednu vec najlepšie, bola by to u vás skôr
1) večer/nočné hovory, alebo
2) špičky cez deň?

Odpoveď jedným číslom mi stačí a podľa toho pripravím mini‑ukážku pre Botel Dunajsky Pivovar.

— Adam","Subject: Botel Dunajsky Pivovar: 3 otázky, ktoré sa dajú automatizovať

Ahoj,
u ubytovaní sa dokola opakujú tie isté veci: dostupnosť/cena, check‑in pravidlá a parkovanie. 
AI recepcia to vie odpovedať hneď, konzistentne, a recepcii pošle len “výnimky”.

Chcete ukážku scenára pre Botel Dunajsky Pivovar (SK/EN) + návrh odpovedí na FAQ?

— Adam",hotel
Uninova Hostel,https://www.google.com/maps/place/Uninova+Hostel/data=!4m10!3m9!1s0x476c8e5a3f3dbe0d:0x9d8d979d705c83ea!5m2!4m1!1i2!8m2!3d48.1995309!4d17.1694051!16s%2Fg%2F1th0970w!19sChIJDb49P1qObEcR6oNccJ2XjZ0,http://www.uninovahostel.sk/,3.6,249.0,"Dopravná 3079/51, 831 06 Bratislava, Slovakia",+421 2/492 080 33,uninovahostel@uninovahostel.sk,Uninova Hostel,Bratislava,"Všimol som si Uninova Hostel v Bratislava – máte hodnotenie 3.6 (249 recenzií), pekný signál, že máte dobrý servis.",Uninova Hostel: menej zmeškaných rezervácií (AI recepcia),Krátka otázka k recepcii v Uninova Hostel,Bratislava: riešite hovory aj mimo služby?,"Ahoj,
Všimol som si Uninova Hostel v Bratislava – máte hodnotenie 3.6 (249 recenzií), pekný signál, že máte dobrý servis.

Pomáham ubytovaniam nasadiť AI recepciu, ktorá:
- zdvihne telefón / odpovie na správy 24/7 (SK/EN),
- vybaví typické otázky (dostupnosť, check‑in/out, parkovanie, platby),
- a keď ide o niečo špeciálne, prepojí to na človeka alebo pošle prehľad do emailu/WhatsAppu.

Zmysel je jednoduchý: menej zmeškaných hovorov = viac rezervácií a pokojnejšia recepcia.

Ak chcete, pripravím 30‑sekundovú ukážku “ako by to znelo” priamo pre Uninova Hostel. 
Stačí mi napísať, či je u vás väčší problém telefón alebo správy.

— Adam","Subject: Re: Uninova Hostel

Ahoj,
len krátky bump: ak by AI recepcia riešila jednu vec najlepšie, bola by to u vás skôr
1) večer/nočné hovory, alebo
2) špičky cez deň?

Odpoveď jedným číslom mi stačí a podľa toho pripravím mini‑ukážku pre Uninova Hostel.

— Adam","Subject: Uninova Hostel: 3 otázky, ktoré sa dajú automatizovať

Ahoj,
u ubytovaní sa dokola opakujú tie isté veci: dostupnosť/cena, check‑in pravidlá a parkovanie. 
AI recepcia to vie odpovedať hneď, konzistentne, a recepcii pošle len “výnimky”.

Chcete ukážku scenára pre Uninova Hostel (SK/EN) + návrh odpovedí na FAQ?

— Adam",hotel
Reštaurácia Albrecht,https://www.google.com/maps/place/Re%C5%A1taur%C3%A1cia+Albrecht/data=!4m10!3m9!1s0x476c8be3ebf60bf5:0xa580771120daba03!5m2!4m1!1i2!8m2!3d48.1499147!4d17.090858!16s%2Fg%2F1hhhm89zp!19sChIJ9Qv26-OLbEcRA7raIBF3gKU,https://hotelalbrecht.sk/,4.7,265.0,"Mudroňova 4237/82, 811 03 Staré Mesto, Slovakia",+421 902 333 888,restaurant@hotelalbrecht.sk,Reštaurácia Albrecht,Staré Mesto,"Všimol som si Reštaurácia Albrecht v Staré Mesto – máte hodnotenie 4.7 (265 recenzií), pekný signál, že máte dobrý servis.",Reštaurácia Albrecht: menej zmeškaných rezervácií (AI recepcia),Krátka otázka k recepcii v Reštaurácia Albrecht,Staré Mesto: riešite hovory aj mimo služby?,"Ahoj,
Všimol som si Reštaurácia Albrecht v Staré Mesto – máte hodnotenie 4.7 (265 recenzií), pekný signál, že máte dobrý servis.

Pomáham ubytovaniam nasadiť AI recepciu, ktorá:
- zdvihne telefón / odpovie na správy 24/7 (SK/EN),
- vybaví typické otázky (dostupnosť, check‑in/out, parkovanie, platby),
- a keď ide o niečo špeciálne, prepojí to na človeka alebo pošle prehľad do emailu/WhatsAppu.

Zmysel je jednoduchý: menej zmeškaných hovorov = viac rezervácií a pokojnejšia recepcia.

Ak chcete, pripravím 30‑sekundovú ukážku “ako by to znelo” priamo pre Reštaurácia Albrecht. 
Stačí mi napísať, či je u vás väčší problém telefón alebo správy.

— Adam","Subject: Re: Reštaurácia Albrecht

Ahoj,
len krátky bump: ak by AI recepcia riešila jednu vec najlepšie, bola by to u vás skôr
1) večer/nočné hovory, alebo
2) špičky cez deň?

Odpoveď jedným číslom mi stačí a podľa toho pripravím mini‑ukážku pre Reštaurácia Albrecht.

— Adam","Subject: Reštaurácia Albrecht: 3 otázky, ktoré sa dajú automatizovať

Ahoj,
u ubytovaní sa dokola opakujú tie isté veci: dostupnosť/cena, check‑in pravidlá a parkovanie. 
AI recepcia to vie odpovedať hneď, konzistentne, a recepcii pošle len “výnimky”.

Chcete ukážku scenára pre Reštaurácia Albrecht (SK/EN) + návrh odpovedí na FAQ?

— Adam",hotel
Ubytovňa Nobelova,https://www.google.com/maps/place/Ubytov%C5%88a+Nobelova/data=!4m10!3m9!1s0x476c8e96cc9aee57:0x6db062cc7b0ddd1!5m2!4m1!1i2!8m2!3d48.1826222!4d17.1365338!16s%2Fg%2F11f2wpz0v5!19sChIJV-6azJaObEcR0d2wxywG2wY,,3.6,275.0,"Nobelova 16, 831 02 Bratislava, Slovakia",+421 948 687 555,,Ubytovňa Nobelova,Bratislava,"Všimol som si Ubytovňa Nobelova v Bratislava – máte hodnotenie 3.6 (275 recenzií), pekný signál, že máte dobrý servis.",Ubytovňa Nobelova: menej zmeškaných rezervácií (AI recepcia),Krátka otázka k recepcii v Ubytovňa Nobelova,Bratislava: riešite hovory aj mimo služby?,"Ahoj,
Všimol som si Ubytovňa Nobelova v Bratislava – máte hodnotenie 3.6 (275 recenzií), pekný signál, že máte dobrý servis.

Pomáham ubytovaniam nasadiť AI recepciu, ktorá:
- zdvihne telefón / odpovie na správy 24/7 (SK/EN),
- vybaví typické otázky (dostupnosť, check‑in/out, parkovanie, platby),
- a keď ide o niečo špeciálne, prepojí to na človeka alebo pošle prehľad do emailu/WhatsAppu.

Zmysel je jednoduchý: menej zmeškaných hovorov = viac rezervácií a pokojnejšia recepcia.

Ak chcete, pripravím 30‑sekundovú ukážku “ako by to znelo” priamo pre Ubytovňa Nobelova. 
Stačí mi napísať, či je u vás väčší problém telefón alebo správy.

— Adam","Subject: Re: Ubytovňa Nobelova

Ahoj,
len krátky bump: ak by AI recepcia riešila jednu vec najlepšie, bola by to u vás skôr
1) večer/nočné hovory, alebo
2) špičky cez deň?

Odpoveď jedným číslom mi stačí a podľa toho pripravím mini‑ukážku pre Ubytovňa Nobelova.

— Adam","Subject: Ubytovňa Nobelova: 3 otázky, ktoré sa dajú automatizovať

Ahoj,
u ubytovaní sa dokola opakujú tie isté veci: dostupnosť/cena, check‑in pravidlá a parkovanie. 
AI recepcia to vie odpovedať hneď, konzistentne, a recepcii pošle len “výnimky”.

Chcete ukážku scenára pre Ubytovňa Nobelova (SK/EN) + návrh odpovedí na FAQ?

— Adam",hotel
Hotel Arcus,https://www.google.com/maps/place/Hotel+Arcus/data=!4m10!3m9!1s0x476c8948e70e3285:0xc6be76474bf9dd25!5m2!4m1!1i2!8m2!3d48.1514665!4d17.1213505!16s%2Fg%2F1tnmqhzv!19sChIJhTIO50iJbEcRJd35S0d2vsY,https://www.hotelarcus.sk/index.php/sk/,4.4,292.0,"Moskovská 2659/5, 811 08 Bratislava, Slovakia",+421 2/555 725 22,info@hotelarcus.sk,Hotel Arcus,Bratislava,"Všimol som si Hotel Arcus v Bratislava – máte hodnotenie 4.4 (292 recenzií), pekný signál, že máte dobrý servis.",Hotel Arcus: menej zmeškaných rezervácií (AI recepcia),Krátka otázka k recepcii v Hotel Arcus,Bratislava: riešite hovory aj mimo služby?,"Ahoj,
Všimol som si Hotel Arcus v Bratislava – máte hodnotenie 4.4 (292 recenzií), pekný signál, že máte dobrý servis.

Pomáham ubytovaniam nasadiť AI recepciu, ktorá:
- zdvihne telefón / odpovie na správy 24/7 (SK/EN),
- vybaví typické otázky (dostupnosť, check‑in/out, parkovanie, platby),
- a keď ide o niečo špeciálne, prepojí to na človeka alebo pošle prehľad do emailu/WhatsAppu.

Zmysel je jednoduchý: menej zmeškaných hovorov = viac rezervácií a pokojnejšia recepcia.

Ak chcete, pripravím 30‑sekundovú ukážku “ako by to znelo” priamo pre Hotel Arcus. 
Stačí mi napísať, či je u vás väčší problém telefón alebo správy.

— Adam","Subject: Re: Hotel Arcus

Ahoj,
len krátky bump: ak by AI recepcia riešila jednu vec najlepšie, bola by to u vás skôr
1) večer/nočné hovory, alebo
2) špičky cez deň?

Odpoveď jedným číslom mi stačí a podľa toho pripravím mini‑ukážku pre Hotel Arcus.

— Adam","Subject: Hotel Arcus: 3 otázky, ktoré sa dajú automatizovať

Ahoj,
u ubytovaní sa dokola opakujú tie isté veci: dostupnosť/cena, check‑in pravidlá a parkovanie. 
AI recepcia to vie odpovedať hneď, konzistentne, a recepcii pošle len “výnimky”.

Chcete ukážku scenára pre Hotel Arcus (SK/EN) + návrh odpovedí na FAQ?

— Adam",hotel
Centrum účelových zariadení - Hotel SUZA,https://www.google.com/maps/place/Centrum+%C3%BA%C4%8Delov%C3%BDch+zariaden%C3%AD+-+Hotel+SUZA/data=!4m10!3m9!1s0x476c8bf038c78a09:0xd1ae50ff6a2fafab!5m2!4m1!1i2!8m2!3d48.1565723!4d17.0839168!16s%2Fg%2F1tcwkc7y!19sChIJCYrHOPCLbEcRq68vav9QrtE,http://cuz.sk/,3.4,306.0,"Drotárska cesta 4748, 811 04 Bratislava, Slovakia",+421 915 846 345,cuz@cuz.sk,Centrum účelových zariadení - Hotel SUZA,Bratislava,"Všimol som si Centrum účelových zariadení - Hotel SUZA v Bratislava – máte hodnotenie 3.4 (306 recenzií), pekný signál, že máte dobrý servis.",Centrum účelových zariadení - Hotel SUZA: menej zmeškaných rezervácií (AI recepcia),Krátka otázka k recepcii v Centrum účelových zariadení - Hotel SUZA,Bratislava: riešite hovory aj mimo služby?,"Ahoj,
Všimol som si Centrum účelových zariadení - Hotel SUZA v Bratislava – máte hodnotenie 3.4 (306 recenzií), pekný signál, že máte dobrý servis.

Pomáham ubytovaniam nasadiť AI recepciu, ktorá:
- zdvihne telefón / odpovie na správy 24/7 (SK/EN),
- vybaví typické otázky (dostupnosť, check‑in/out, parkovanie, platby),
- a keď ide o niečo špeciálne, prepojí to na človeka alebo pošle prehľad do emailu/WhatsAppu.

Zmysel je jednoduchý: menej zmeškaných hovorov = viac rezervácií a pokojnejšia recepcia.

Ak chcete, pripravím 30‑sekundovú ukážku “ako by to znelo” priamo pre Centrum účelových zariadení - Hotel SUZA. 
Stačí mi napísať, či je u vás väčší problém telefón alebo správy.

— Adam","Subject: Re: Centrum účelových zariadení - Hotel SUZA

Ahoj,
len krátky bump: ak by AI recepcia riešila jednu vec najlepšie, bola by to u vás skôr
1) večer/nočné hovory, alebo
2) špičky cez deň?

Odpoveď jedným číslom mi stačí a podľa toho pripravím mini‑ukážku pre Centrum účelových zariadení - Hotel SUZA.

— Adam","Subject: Centrum účelových zariadení - Hotel SUZA: 3 otázky, ktoré sa dajú automatizovať

Ahoj,
u ubytovaní sa dokola opakujú tie isté veci: dostupnosť/cena, check‑in pravidlá a parkovanie. 
AI recepcia to vie odpovedať hneď, konzistentne, a recepcii pošle len “výnimky”.

Chcete ukážku scenára pre Centrum účelových zariadení - Hotel SUZA (SK/EN) + návrh odpovedí na FAQ?

— Adam",hotel
Hotel Esprit,https://www.google.com/maps/place/Hotel+Esprit/data=!4m10!3m9!1s0x476c8971a40eb06b:0x942a1b0ecfbcba21!5m2!4m1!1i2!8m2!3d48.1313385!4d17.1021833!16s%2Fg%2F1tlbsj6l!19sChIJa7AOpHGJbEcRIbq8zw4bKpQ,http://hotelesprit.sk/,4.2,315.0,"Zadunajská cesta 12, 851 01 Petržalka, Slovakia",+421 902 500 300,hotelesprit@hotelesprit.sk,Hotel Esprit,Petržalka,"Všimol som si Hotel Esprit v Petržalka – máte hodnotenie 4.2 (315 recenzií), pekný signál, že máte dobrý servis.",Hotel Esprit: menej zmeškaných rezervácií (AI recepcia),Krátka otázka k recepcii v Hotel Esprit,Petržalka: riešite hovory aj mimo služby?,"Ahoj,
Všimol som si Hotel Esprit v Petržalka – máte hodnotenie 4.2 (315 recenzií), pekný signál, že máte dobrý servis.

Pomáham ubytovaniam nasadiť AI recepciu, ktorá:
- zdvihne telefón / odpovie na správy 24/7 (SK/EN),
- vybaví typické otázky (dostupnosť, check‑in/out, parkovanie, platby),
- a keď ide o niečo špeciálne, prepojí to na človeka alebo pošle prehľad do emailu/WhatsAppu.

Zmysel je jednoduchý: menej zmeškaných hovorov = viac rezervácií a pokojnejšia recepcia.

Ak chcete, pripravím 30‑sekundovú ukážku “ako by to znelo” priamo pre Hotel Esprit. 
Stačí mi napísať, či je u vás väčší problém telefón alebo správy.

— Adam","Subject: Re: Hotel Esprit

Ahoj,
len krátky bump: ak by AI recepcia riešila jednu vec najlepšie, bola by to u vás skôr
1) večer/nočné hovory, alebo
2) špičky cez deň?

Odpoveď jedným číslom mi stačí a podľa toho pripravím mini‑ukážku pre Hotel Esprit.

— Adam","Subject: Hotel Esprit: 3 otázky, ktoré sa dajú automatizovať

Ahoj,
u ubytovaní sa dokola opakujú tie isté veci: dostupnosť/cena, check‑in pravidlá a parkovanie. 
AI recepcia to vie odpovedať hneď, konzistentne, a recepcii pošle len “výnimky”.

Chcete ukážku scenára pre Hotel Esprit (SK/EN) + návrh odpovedí na FAQ?

— Adam",hotel
Hyde Park Hostel,https://www.google.com/maps/place/Hyde+Park+Hostel/data=!4m10!3m9!1s0x476c8945189e84b5:0x8c3eb33e3ef70a84!5m2!4m1!1i2!8m2!3d48.1486583!4d17.1123417!16s%2Fg%2F11xbfr_48!19sChIJtYSeGEWJbEcRhAr3Pj6zPow,http://www.hyde-park.sk/hostel,4.5,339.0,"Bratislava I, Obchodná 566, 811 06 Staré Mesto, Slovakia",+421 911 689 945,talentarium@gmail.com,Hyde Park Hostel,Bratislava,"Všimol som si Hyde Park Hostel v Bratislava – máte hodnotenie 4.5 (339 recenzií), pekný signál, že máte dobrý servis.",Hyde Park Hostel: menej zmeškaných rezervácií (AI recepcia),Krátka otázka k recepcii v Hyde Park Hostel,Bratislava: riešite hovory aj mimo služby?,"Ahoj,
Všimol som si Hyde Park Hostel v Bratislava – máte hodnotenie 4.5 (339 recenzií), pekný signál, že máte dobrý servis.

Pomáham ubytovaniam nasadiť AI recepciu, ktorá:
- zdvihne telefón / odpovie na správy 24/7 (SK/EN),
- vybaví typické otázky (dostupnosť, check‑in/out, parkovanie, platby),
- a keď ide o niečo špeciálne, prepojí to na človeka alebo pošle prehľad do emailu/WhatsAppu.

Zmysel je jednoduchý: menej zmeškaných hovorov = viac rezervácií a pokojnejšia recepcia.

Ak chcete, pripravím 30‑sekundovú ukážku “ako by to znelo” priamo pre Hyde Park Hostel. 
Stačí mi napísať, či je u vás väčší problém telefón alebo správy.

— Adam","Subject: Re: Hyde Park Hostel

Ahoj,
len krátky bump: ak by AI recepcia riešila jednu vec najlepšie, bola by to u vás skôr
1) večer/nočné hovory, alebo
2) špičky cez deň?

Odpoveď jedným číslom mi stačí a podľa toho pripravím mini‑ukážku pre Hyde Park Hostel.

— Adam","Subject: Hyde Park Hostel: 3 otázky, ktoré sa dajú automatizovať

Ahoj,
u ubytovaní sa dokola opakujú tie isté veci: dostupnosť/cena, check‑in pravidlá a parkovanie. 
AI recepcia to vie odpovedať hneď, konzistentne, a recepcii pošle len “výnimky”.

Chcete ukážku scenára pre Hyde Park Hostel (SK/EN) + návrh odpovedí na FAQ?

— Adam",hotel
Villa Ivica,https://www.google.com/maps/place/Villa+Ivica/data=!4m10!3m9!1s0x476c8952fb04bdfd:0x64221062a41472fa!5m2!4m1!1i2!8m2!3d48.2490787!4d17.0639415!16s%2Fg%2F1hc1kbnzf!19sChIJ_b0E-1KJbEcR-nIUpGIQImQ,http://www.penzionivica.sk/,4.2,342.0,"Karpatská 107, 900 33 Marianka, Slovakia",+421 905 230 813,villa@ivica.sk,Villa Ivica,Marianka,"Všimol som si Villa Ivica v Marianka – máte hodnotenie 4.2 (342 recenzií), pekný signál, že máte dobrý servis.",Villa Ivica: menej zmeškaných rezervácií (AI recepcia),Krátka otázka k recepcii v Villa Ivica,Marianka: riešite hovory aj mimo služby?,"Ahoj,
Všimol som si Villa Ivica v Marianka – máte hodnotenie 4.2 (342 recenzií), pekný signál, že máte dobrý servis.

Pomáham ubytovaniam nasadiť AI recepciu, ktorá:
- zdvihne telefón / odpovie na správy 24/7 (SK/EN),
- vybaví typické otázky (dostupnosť, check‑in/out, parkovanie, platby),
- a keď ide o niečo špeciálne, prepojí to na človeka alebo pošle prehľad do emailu/WhatsAppu.

Zmysel je jednoduchý: menej zmeškaných hovorov = viac rezervácií a pokojnejšia recepcia.

Ak chcete, pripravím 30‑sekundovú ukážku “ako by to znelo” priamo pre Villa Ivica. 
Stačí mi napísať, či je u vás väčší problém telefón alebo správy.

— Adam","Subject: Re: Villa Ivica

Ahoj,
len krátky bump: ak by AI recepcia riešila jednu vec najlepšie, bola by to u vás skôr
1) večer/nočné hovory, alebo
2) špičky cez deň?

Odpoveď jedným číslom mi stačí a podľa toho pripravím mini‑ukážku pre Villa Ivica.

— Adam","Subject: Villa Ivica: 3 otázky, ktoré sa dajú automatizovať

Ahoj,
u ubytovaní sa dokola opakujú tie isté veci: dostupnosť/cena, check‑in pravidlá a parkovanie. 
AI recepcia to vie odpovedať hneď, konzistentne, a recepcii pošle len “výnimky”.

Chcete ukážku scenára pre Villa Ivica (SK/EN) + návrh odpovedí na FAQ?

— Adam",hotel
BlueBell Hotel,https://www.google.com/maps/place/BlueBell+Hotel/data=!4m10!3m9!1s0x476c8930af501cdf:0x73190b6c282f9a16!5m2!4m1!1i2!8m2!3d48.1407332!4d17.1069378!16s%2Fg%2F11h_s_wfhx!19sChIJ3xxQrzCJbEcRFpovKGwLGXM,http://www.myhotel.sk/,4.5,346.0,"Paulínyho 156/14, 811 02 Bratislava, Slovakia",+421 948 163 350,info@senger.sk,BlueBell Hotel,Bratislava,"Všimol som si BlueBell Hotel v Bratislava – máte hodnotenie 4.5 (346 recenzií), pekný signál, že máte dobrý servis.",BlueBell Hotel: menej zmeškaných rezervácií (AI recepcia),Krátka otázka k recepcii v BlueBell Hotel,Bratislava: riešite hovory aj mimo služby?,"Ahoj,
Všimol som si BlueBell Hotel v Bratislava – máte hodnotenie 4.5 (346 recenzií), pekný signál, že máte dobrý servis.

Pomáham ubytovaniam nasadiť AI recepciu, ktorá:
- zdvihne telefón / odpovie na správy 24/7 (SK/EN),
- vybaví typické otázky (dostupnosť, check‑in/out, parkovanie, platby),
- a keď ide o niečo špeciálne, prepojí to na človeka alebo pošle prehľad do emailu/WhatsAppu.

Zmysel je jednoduchý: menej zmeškaných hovorov = viac rezervácií a pokojnejšia recepcia.

Ak chcete, pripravím 30‑sekundovú ukážku “ako by to znelo” priamo pre BlueBell Hotel. 
Stačí mi napísať, či je u vás väčší problém telefón alebo správy.

— Adam","Subject: Re: BlueBell Hotel

Ahoj,
len krátky bump: ak by AI recepcia riešila jednu vec najlepšie, bola by to u vás skôr
1) večer/nočné hovory, alebo
2) špičky cez deň?

Odpoveď jedným číslom mi stačí a podľa toho pripravím mini‑ukážku pre BlueBell Hotel.

— Adam","Subject: BlueBell Hotel: 3 otázky, ktoré sa dajú automatizovať

Ahoj,
u ubytovaní sa dokola opakujú tie isté veci: dostupnosť/cena, check‑in pravidlá a parkovanie. 
AI recepcia to vie odpovedať hneď, konzistentne, a recepcii pošle len “výnimky”.

Chcete ukážku scenára pre BlueBell Hotel (SK/EN) + návrh odpovedí na FAQ?

— Adam",hotel
