title,placeUrl,website,rating,reviewCount,address,phoneNumber,oslovenie,poznamka,email,owner_info,custom_insight,company,city,personal_opener,subject_1,subject_2,subject_3,email_1,followup_1,followup_2,segment
Dental Centrum Paracelsi,https://www.google.com/maps/place/Dental+Centrum+Paracelsi/data=!4m7!3m6!1s0x476c8fd583c46777:0xabe2da4d05bb6a1!8m2!3d48.2123142!4d17.1564264!16s%2Fg%2F11lp5f7rgj!19sChIJd2fEg9WPbEcRobZb0KQtvgo,https://www.dcparacelsi.sk/,50,23,"Rustaveliho 4B, 831 06 Bratislava, Slovensko",+421 910 771 734,,,recepcia@dcparacelsi.sk,MDDr. Michal Korenačka,,Dental Centrum Paracelsi,Bratislava,"Narazil som na Dental Centrum Paracelsi v Bratislava – hodnotenie 50.0 (23 recenzií) naznačuje, že pacienti sú spokojní.","Dental Centrum Paracelsi: menej telefonátov, viac času na výkon",AI recepcia pre Dental Centrum Paracelsi – rýchla otázka,Bratislava: objednávanie pacientov bez neustáleho zdvíhania?,"Dobrý deň Michal,
Narazil som na Dental Centrum Paracelsi v Bratislava – hodnotenie 50.0 (23 recenzií) naznačuje, že pacienti sú spokojní.

Robím AI recepciu pre ambulancie, ktorá odľahčí tímu telefóny a správy:
- objedná / preobjedná termíny (alebo aspoň predvyplní požiadavku),
- odpovie na časté otázky (cenník, urgent, parkovanie, príprava na zákrok),
- a keď treba, presne odovzdá kontext sestričke/recepcii.

Cieľ: menej prerušovania práce + rýchlejšie vybavenie pacientov.

Ak chcete, pošlem krátke demo (text alebo hlas), ako by AI komunikovala za Dental Centrum Paracelsi. 
Je pre vás väčšia bolesť telefón alebo správy?

— Adam","Subject: Re: Dental Centrum Paracelsi

Dobrý deň Michal,
len bump: ak by AI recepcia vyriešila jednu vec, čo by to bolo skôr?
1) objednávanie/preobjednávanie termínov, alebo
2) odpovedanie na opakované otázky pacientov?

Odpoveď “1” alebo “2” mi stačí.

— Adam","Subject: Dental Centrum Paracelsi – mini ukážka bez záväzku

Dobrý deň Michal,
viem spraviť 30‑sekundovú ukážku presne pre Dental Centrum Paracelsi: ako by AI zobrala hovor, zistila dôvod, navrhla termín a odovzdala to tímu.

Ak to nie je téma, stačí napísať “stop” a už nebudem pingovať.

— Adam",dentist
Kaprálik Martin MUDr.,https://www.google.com/maps/place/Kapr%C3%A1lik+Martin+MUDr./data=!4m7!3m6!1s0x476c89453f34a3e9:0x3487c147723fed89!8m2!3d48.1493446!4d17.1123748!16s%2Fg%2F1v8kzdmt!19sChIJ6aM0P0WJbEcRie0_ckfBhzQ,http://www.martinkapralik.sk/,50,23,"Kollárovo námestie 2937/18, 811 06 Staré Mesto, Slovensko",+421 2/529 331 92,,,ordinacia.kapralik@gmail.com,,,Kaprálik Martin MUDr.,Staré Mesto,"Narazil som na Kaprálik Martin MUDr. v Staré Mesto – hodnotenie 50.0 (23 recenzií) naznačuje, že pacienti sú spokojní.","Kaprálik Martin MUDr.: menej telefonátov, viac času na výkon",AI recepcia pre Kaprálik Martin MUDr. – rýchla otázka,Staré Mesto: objednávanie pacientov bez neustáleho zdvíhania?,"Dobrý deň,
Narazil som na Kaprálik Martin MUDr. v Staré Mesto – hodnotenie 50.0 (23 recenzií) naznačuje, že pacienti sú spokojní.

Robím AI recepciu pre ambulancie, ktorá odľahčí tímu telefóny a správy:
- objedná / preobjedná termíny (alebo aspoň predvyplní požiadavku),
- odpovie na časté otázky (cenník, urgent, parkovanie, príprava na zákrok),
- a keď treba, presne odovzdá kontext sestričke/recepcii.

Cieľ: menej prerušovania práce + rýchlejšie vybavenie pacientov.

Ak chcete, pošlem krátke demo (text alebo hlas), ako by AI komunikovala za Kaprálik Martin MUDr.. 
Je pre vás väčšia bolesť telefón alebo správy?

— Adam","Subject: Re: Kaprálik Martin MUDr.

Dobrý deň,
len bump: ak by AI recepcia vyriešila jednu vec, čo by to bolo skôr?
1) objednávanie/preobjednávanie termínov, alebo
2) odpovedanie na opakované otázky pacientov?

Odpoveď “1” alebo “2” mi stačí.

— Adam","Subject: Kaprálik Martin MUDr. – mini ukážka bez záväzku

Dobrý deň,
viem spraviť 30‑sekundovú ukážku presne pre Kaprálik Martin MUDr.: ako by AI zobrala hovor, zistila dôvod, navrhla termín a odovzdala to tímu.

Ak to nie je téma, stačí napísať “stop” a už nebudem pingovať.

— Adam",dentist
Dr. Ostertag Dental s.r.o.,https://www.google.com/maps/place/Dr.+Ostertag+Dental+s.r.o./data=!4m7!3m6!1s0x476c8bf69d967acd:0x19c17d0e2e40da8!8m2!3d48.1620201!4d17.082512!16s%2Fg%2F11cnbq6c8f!19sChIJzXqWnfaLbEcRqA3k4tAXnAE,http://www.ostertag-dental.sk/,50,23,"Lovinského 4530, 811 04 Staré Mesto, Slovensko",+421 911 908 999,,,info@ostertag-dental.sk,,,Dr. Ostertag Dental s.r.o.,Staré Mesto,"Narazil som na Dr. Ostertag Dental s.r.o. v Staré Mesto – hodnotenie 50.0 (23 recenzií) naznačuje, že pacienti sú spokojní.","Dr. Ostertag Dental s.r.o.: menej telefonátov, viac času na výkon",AI recepcia pre Dr. Ostertag Dental s.r.o. – rýchla otázka,Staré Mesto: objednávanie pacientov bez neustáleho zdvíhania?,"Dobrý deň,
Narazil som na Dr. Ostertag Dental s.r.o. v Staré Mesto – hodnotenie 50.0 (23 recenzií) naznačuje, že pacienti sú spokojní.

Robím AI recepciu pre ambulancie, ktorá odľahčí tímu telefóny a správy:
- objedná / preobjedná termíny (alebo aspoň predvyplní požiadavku),
- odpovie na časté otázky (cenník, urgent, parkovanie, príprava na zákrok),
- a keď treba, presne odovzdá kontext sestričke/recepcii.

Cieľ: menej prerušovania práce + rýchlejšie vybavenie pacientov.

Ak chcete, pošlem krátke demo (text alebo hlas), ako by AI komunikovala za Dr. Ostertag Dental s.r.o.. 
Je pre vás väčšia bolesť telefón alebo správy?

— Adam","Subject: Re: Dr. Ostertag Dental s.r.o.

Dobrý deň,
len bump: ak by AI recepcia vyriešila jednu vec, čo by to bolo skôr?
1) objednávanie/preobjednávanie termínov, alebo
2) odpovedanie na opakované otázky pacientov?

Odpoveď “1” alebo “2” mi stačí.

— Adam","Subject: Dr. Ostertag Dental s.r.o. – mini ukážka bez záväzku

Dobrý deň,
viem spraviť 30‑sekundovú ukážku presne pre Dr. Ostertag Dental s.r.o.: ako by AI zobrala hovor, zistila dôvod, navrhla termín a odovzdala to tímu.

Ak to nie je téma, stačí napísať “stop” a už nebudem pingovať.

— Adam",dentist
HOLLYDENT s.r.o.,https://www.google.com/maps/place/HOLLYDENT+s.r.o./data=!4m7!3m6!1s0x476c89bec1c3cacf:0xc50d212e417bfb36!8m2!3d48.105973!4d17.105395!16s%2Fg%2F11bzx513mb!19sChIJz8rDwb6JbEcRNvt7QS4hDcU,http://www.hollydent.sk/,50,23,"Strečnianska 1, 851 05 Petržalka, Slovensko",+421 911 218 799,,,info@hollydent.sk,,,HOLLYDENT s.r.o.,Petržalka,"Narazil som na HOLLYDENT s.r.o. v Petržalka – hodnotenie 50.0 (23 recenzií) naznačuje, že pacienti sú spokojní.","HOLLYDENT s.r.o.: menej telefonátov, viac času na výkon",AI recepcia pre HOLLYDENT s.r.o. – rýchla otázka,Petržalka: objednávanie pacientov bez neustáleho zdvíhania?,"Dobrý deň,
Narazil som na HOLLYDENT s.r.o. v Petržalka – hodnotenie 50.0 (23 recenzií) naznačuje, že pacienti sú spokojní.

Robím AI recepciu pre ambulancie, ktorá odľahčí tímu telefóny a správy:
- objedná / preobjedná termíny (alebo aspoň predvyplní požiadavku),
- odpovie na časté otázky (cenník, urgent, parkovanie, príprava na zákrok),
- a keď treba, presne odovzdá kontext sestričke/recepcii.

Cieľ: menej prerušovania práce + rýchlejšie vybavenie pacientov.

Ak chcete, pošlem krátke demo (text alebo hlas), ako by AI komunikovala za HOLLYDENT s.r.o.. 
Je pre vás väčšia bolesť telefón alebo správy?

— Adam","Subject: Re: HOLLYDENT s.r.o.

Dobrý deň,
len bump: ak by AI recepcia vyriešila jednu vec, čo by to bolo skôr?
1) objednávanie/preobjednávanie termínov, alebo
2) odpovedanie na opakované otázky pacientov?

Odpoveď “1” alebo “2” mi stačí.

— Adam","Subject: HOLLYDENT s.r.o. – mini ukážka bez záväzku

Dobrý deň,
viem spraviť 30‑sekundovú ukážku presne pre HOLLYDENT s.r.o.: ako by AI zobrala hovor, zistila dôvod, navrhla termín a odovzdala to tímu.

Ak to nie je téma, stačí napísať “stop” a už nebudem pingovať.

— Adam",dentist
Kovář Dent s.r.o.,https://www.google.com/maps/place/Kov%C3%A1%C5%99+Dent+s.r.o./data=!4m7!3m6!1s0x476c8eb5127d60ed:0xa156d11daf403e0f!8m2!3d48.1600981!4d17.1302037!16s%2Fg%2F1tffb_3n!19sChIJ7WB9ErWObEcRDz5Arx3RVqE,https://ordinacne-hodiny.eu/hodiny/bratislava--mestska-cast-nove-mesto/zubne-ambulancie--stomatologicke/ambulancia-zubneho-lekarstva--kovar-dent-sro--mudr-milos-kovar-csc/NTEwNzc3,50,24,"Vajnorská 1349/14, 831 04 Bratislava, Slovensko",+421 2/555 665 01,,,e-mailinfo@ordinacne-hodiny.sk,MUDr. Miloš Ková,,Kovář Dent s.r.o.,Bratislava,"Narazil som na Kovář Dent s.r.o. v Bratislava – hodnotenie 50.0 (24 recenzií) naznačuje, že pacienti sú spokojní.","Kovář Dent s.r.o.: menej telefonátov, viac času na výkon",AI recepcia pre Kovář Dent s.r.o. – rýchla otázka,Bratislava: objednávanie pacientov bez neustáleho zdvíhania?,"Dobrý deň Miloš,
Narazil som na Kovář Dent s.r.o. v Bratislava – hodnotenie 50.0 (24 recenzií) naznačuje, že pacienti sú spokojní.

Robím AI recepciu pre ambulancie, ktorá odľahčí tímu telefóny a správy:
- objedná / preobjedná termíny (alebo aspoň predvyplní požiadavku),
- odpovie na časté otázky (cenník, urgent, parkovanie, príprava na zákrok),
- a keď treba, presne odovzdá kontext sestričke/recepcii.

Cieľ: menej prerušovania práce + rýchlejšie vybavenie pacientov.

Ak chcete, pošlem krátke demo (text alebo hlas), ako by AI komunikovala za Kovář Dent s.r.o.. 
Je pre vás väčšia bolesť telefón alebo správy?

— Adam","Subject: Re: Kovář Dent s.r.o.

Dobrý deň Miloš,
len bump: ak by AI recepcia vyriešila jednu vec, čo by to bolo skôr?
1) objednávanie/preobjednávanie termínov, alebo
2) odpovedanie na opakované otázky pacientov?

Odpoveď “1” alebo “2” mi stačí.

— Adam","Subject: Kovář Dent s.r.o. – mini ukážka bez záväzku

Dobrý deň Miloš,
viem spraviť 30‑sekundovú ukážku presne pre Kovář Dent s.r.o.: ako by AI zobrala hovor, zistila dôvod, navrhla termín a odovzdala to tímu.

Ak to nie je téma, stačí napísať “stop” a už nebudem pingovať.

— Adam",dentist
Sapphire Dental Clinic,https://www.google.com/maps/place/Sapphire+Dental+Clinic/data=!4m7!3m6!1s0x476c89815d6ec499:0x55260ed6b62682d3!8m2!3d48.1436709!4d17.114168!16s%2Fg%2F11xcg_39g3!19sChIJmcRuXYGJbEcR04ImttYOJlU,https://sapphiredental.sk/,44,27,"Grösslingová 6642/7, 811 09 Staré Mesto, Slovensko",+421 903 488 633,,,sapphiredental.clinic.sk@gmail.com,,,Sapphire Dental Clinic,Staré Mesto,"Narazil som na Sapphire Dental Clinic v Staré Mesto – hodnotenie 44.0 (27 recenzií) naznačuje, že pacienti sú spokojní.","Sapphire Dental Clinic: menej telefonátov, viac času na výkon",AI recepcia pre Sapphire Dental Clinic – rýchla otázka,Staré Mesto: objednávanie pacientov bez neustáleho zdvíhania?,"Dobrý deň,
Narazil som na Sapphire Dental Clinic v Staré Mesto – hodnotenie 44.0 (27 recenzií) naznačuje, že pacienti sú spokojní.

Robím AI recepciu pre ambulancie, ktorá odľahčí tímu telefóny a správy:
- objedná / preobjedná termíny (alebo aspoň predvyplní požiadavku),
- odpovie na časté otázky (cenník, urgent, parkovanie, príprava na zákrok),
- a keď treba, presne odovzdá kontext sestričke/recepcii.

Cieľ: menej prerušovania práce + rýchlejšie vybavenie pacientov.

Ak chcete, pošlem krátke demo (text alebo hlas), ako by AI komunikovala za Sapphire Dental Clinic. 
Je pre vás väčšia bolesť telefón alebo správy?

— Adam","Subject: Re: Sapphire Dental Clinic

Dobrý deň,
len bump: ak by AI recepcia vyriešila jednu vec, čo by to bolo skôr?
1) objednávanie/preobjednávanie termínov, alebo
2) odpovedanie na opakované otázky pacientov?

Odpoveď “1” alebo “2” mi stačí.

— Adam","Subject: Sapphire Dental Clinic – mini ukážka bez záväzku

Dobrý deň,
viem spraviť 30‑sekundovú ukážku presne pre Sapphire Dental Clinic: ako by AI zobrala hovor, zistila dôvod, navrhla termín a odovzdala to tímu.

Ak to nie je téma, stačí napísať “stop” a už nebudem pingovať.

— Adam",dentist
Dentologic,https://www.google.com/maps/place/Dentologic/data=!4m7!3m6!1s0x476c8f845bbd3d1f:0xbb5a47a0ff6e3ae6!8m2!3d48.162819!4d17.1256571!16s%2Fg%2F11jmxk1pn6!19sChIJHz29W4SPbEcR5jpu_6BHWrs,https://www.dentologic.sk/,49,27,"Račianska 26F, 831 02 Bratislava, Slovensko",+421 911 189 899,checked,"25.1
Dobrý deň,
volám sa Adam Rudavský, 10 rokov som pracoval v zdravotníctve. Teraz vyvýjam AI recepciu pre ambulancie.
Je to hlasový asistent, ktorý:
- zdvihne hovory pacientov aj mimo ordinačných hodín,
- objedná pacienta priamo do kalendára,
- vie zmeniť alebo zrušiť termín,
- odpovie na základné otázky (ordinačné hodiny, typy výkonov, cenník),
- pri špecifických prípadoch hovor prepojí na sestru.
Pre Dentologic by to znamenalo menej telefonátov pre sestry, menej čakajúcich pacientov na linke a plynulejšie objednávanie.
Viac o tom, ako AI recepcia funguje, demo ukážku a možnosti pilotu nájdete tu: https://xvadur.notion.site/
Ak by vás to zaujímalo, rád vám v krátkom 20-min online hovore ukážem aj živú ukážku a prejdeme, či by to dávalo zmysel pre vašu kliniku.
S pozdravom
Adam Rudavský
AI recepcia pre ambulancie
tel.: 0918799709


27.1 
Dobrý deň,
 volám sa Adam Rudavský, mám 28 rokov. 10 rokov som pracoval ako sestra v nemocnici. Od 1. 4. chcem začať podnikať.
 Teraz som doma na podpore a vyvíjam AI aplikáciu, ktorú je možné použiť v ambulancii ako recepčnú.
V súčasnosti je AI už celkom spoľahlivá, preto som sa rozhodol s týmto začať experimentovať.
Chcel by som vám to dať vyskúšať, ak by ste o to mali záujem.
Adam
 0918 799 709
",info@dentologic.sk,,,Dentologic,Bratislava,"Narazil som na Dentologic v Bratislava – hodnotenie 49.0 (27 recenzií) naznačuje, že pacienti sú spokojní.","Dentologic: menej telefonátov, viac času na výkon",AI recepcia pre Dentologic – rýchla otázka,Bratislava: objednávanie pacientov bez neustáleho zdvíhania?,"Dobrý deň,
Narazil som na Dentologic v Bratislava – hodnotenie 49.0 (27 recenzií) naznačuje, že pacienti sú spokojní.

Robím AI recepciu pre ambulancie, ktorá odľahčí tímu telefóny a správy:
- objedná / preobjedná termíny (alebo aspoň predvyplní požiadavku),
- odpovie na časté otázky (cenník, urgent, parkovanie, príprava na zákrok),
- a keď treba, presne odovzdá kontext sestričke/recepcii.

Cieľ: menej prerušovania práce + rýchlejšie vybavenie pacientov.

Ak chcete, pošlem krátke demo (text alebo hlas), ako by AI komunikovala za Dentologic. 
Je pre vás väčšia bolesť telefón alebo správy?

— Adam","Subject: Re: Dentologic

Dobrý deň,
len bump: ak by AI recepcia vyriešila jednu vec, čo by to bolo skôr?
1) objednávanie/preobjednávanie termínov, alebo
2) odpovedanie na opakované otázky pacientov?

Odpoveď “1” alebo “2” mi stačí.

— Adam","Subject: Dentologic – mini ukážka bez záväzku

Dobrý deň,
viem spraviť 30‑sekundovú ukážku presne pre Dentologic: ako by AI zobrala hovor, zistila dôvod, navrhla termín a odovzdala to tímu.

Ak to nie je téma, stačí napísať “stop” a už nebudem pingovať.

— Adam",dentist
zubná ambulancia,https://www.google.com/maps/place/zubn%C3%A1+ambulancia/data=!4m7!3m6!1s0x476c890bb1aeca45:0x574b0a8788cee35e!8m2!3d48.1543855!4d17.1320209!16s%2Fg%2F11jzssllsg!19sChIJRcqusQuJbEcRXuPOiIcKS1c,https://dentleman.sk/#kontakt,46,28,"Záhradnícka 46, 821 08 Bratislava, Slovensko",+421 948 703 705,,,dentlemaninfo@gmail.com,,,zubná ambulancia,Bratislava,"Narazil som na zubná ambulancia v Bratislava – hodnotenie 46.0 (28 recenzií) naznačuje, že pacienti sú spokojní.","zubná ambulancia: menej telefonátov, viac času na výkon",AI recepcia pre zubná ambulancia – rýchla otázka,Bratislava: objednávanie pacientov bez neustáleho zdvíhania?,"Dobrý deň,
Narazil som na zubná ambulancia v Bratislava – hodnotenie 46.0 (28 recenzií) naznačuje, že pacienti sú spokojní.

Robím AI recepciu pre ambulancie, ktorá odľahčí tímu telefóny a správy:
- objedná / preobjedná termíny (alebo aspoň predvyplní požiadavku),
- odpovie na časté otázky (cenník, urgent, parkovanie, príprava na zákrok),
- a keď treba, presne odovzdá kontext sestričke/recepcii.

Cieľ: menej prerušovania práce + rýchlejšie vybavenie pacientov.

Ak chcete, pošlem krátke demo (text alebo hlas), ako by AI komunikovala za zubná ambulancia. 
Je pre vás väčšia bolesť telefón alebo správy?

— Adam","Subject: Re: zubná ambulancia

Dobrý deň,
len bump: ak by AI recepcia vyriešila jednu vec, čo by to bolo skôr?
1) objednávanie/preobjednávanie termínov, alebo
2) odpovedanie na opakované otázky pacientov?

Odpoveď “1” alebo “2” mi stačí.

— Adam","Subject: zubná ambulancia – mini ukážka bez záväzku

Dobrý deň,
viem spraviť 30‑sekundovú ukážku presne pre zubná ambulancia: ako by AI zobrala hovor, zistila dôvod, navrhla termín a odovzdala to tímu.

Ak to nie je téma, stačí napísať “stop” a už nebudem pingovať.

— Adam",dentist
Revlas S.r.o.,https://www.google.com/maps/place/Revlas+S.r.o./data=!4m7!3m6!1s0x476c88a85d972fd1:0xd1de64b155c06d7b!8m2!3d48.1381559!4d17.2031031!16s%2Fg%2F1tcv531t!19sChIJ0S-XXaiIbEcRe23AVbFk3tE,http://zubar-ba.sk/kontakt-contact/,49,30,"Lotyšská 5187/1, 821 06 Podunajské Biskupice, Slovensko",+421 949 634 561,,,ambulanciarevlas@gmail.com,,,Revlas S.r.o.,Podunajské Biskupice,"Narazil som na Revlas S.r.o. v Podunajské Biskupice – hodnotenie 49.0 (30 recenzií) naznačuje, že pacienti sú spokojní.","Revlas S.r.o.: menej telefonátov, viac času na výkon",AI recepcia pre Revlas S.r.o. – rýchla otázka,Podunajské Biskupice: objednávanie pacientov bez neustáleho zdvíhania?,"Dobrý deň,
Narazil som na Revlas S.r.o. v Podunajské Biskupice – hodnotenie 49.0 (30 recenzií) naznačuje, že pacienti sú spokojní.

Robím AI recepciu pre ambulancie, ktorá odľahčí tímu telefóny a správy:
- objedná / preobjedná termíny (alebo aspoň predvyplní požiadavku),
- odpovie na časté otázky (cenník, urgent, parkovanie, príprava na zákrok),
- a keď treba, presne odovzdá kontext sestričke/recepcii.

Cieľ: menej prerušovania práce + rýchlejšie vybavenie pacientov.

Ak chcete, pošlem krátke demo (text alebo hlas), ako by AI komunikovala za Revlas S.r.o.. 
Je pre vás väčšia bolesť telefón alebo správy?

— Adam","Subject: Re: Revlas S.r.o.

Dobrý deň,
len bump: ak by AI recepcia vyriešila jednu vec, čo by to bolo skôr?
1) objednávanie/preobjednávanie termínov, alebo
2) odpovedanie na opakované otázky pacientov?

Odpoveď “1” alebo “2” mi stačí.

— Adam","Subject: Revlas S.r.o. – mini ukážka bez záväzku

Dobrý deň,
viem spraviť 30‑sekundovú ukážku presne pre Revlas S.r.o.: ako by AI zobrala hovor, zistila dôvod, navrhla termín a odovzdala to tímu.

Ak to nie je téma, stačí napísať “stop” a už nebudem pingovať.

— Adam",dentist
Stomatologia Heydukova,https://www.google.com/maps/place/Stomatologia+Heydukova/data=!4m7!3m6!1s0x476c8944f4b92f31:0x25d8fe21bc371af4!8m2!3d48.1467751!4d17.1125069!16s%2Fg%2F11c20qsq55!19sChIJMS-59ESJbEcR9Bo3vCH-2CU,http://www.ousa.sk/,35,31,"Heydukova 10, 811 08 Bratislava, Slovensko",+421 2/322 491 11,,,%6fu%73a@ou%73%61.sk,,,Stomatologia Heydukova,Bratislava,"Narazil som na Stomatologia Heydukova v Bratislava – hodnotenie 35.0 (31 recenzií) naznačuje, že pacienti sú spokojní.","Stomatologia Heydukova: menej telefonátov, viac času na výkon",AI recepcia pre Stomatologia Heydukova – rýchla otázka,Bratislava: objednávanie pacientov bez neustáleho zdvíhania?,"Dobrý deň,
Narazil som na Stomatologia Heydukova v Bratislava – hodnotenie 35.0 (31 recenzií) naznačuje, že pacienti sú spokojní.

Robím AI recepciu pre ambulancie, ktorá odľahčí tímu telefóny a správy:
- objedná / preobjedná termíny (alebo aspoň predvyplní požiadavku),
- odpovie na časté otázky (cenník, urgent, parkovanie, príprava na zákrok),
- a keď treba, presne odovzdá kontext sestričke/recepcii.

Cieľ: menej prerušovania práce + rýchlejšie vybavenie pacientov.

Ak chcete, pošlem krátke demo (text alebo hlas), ako by AI komunikovala za Stomatologia Heydukova. 
Je pre vás väčšia bolesť telefón alebo správy?

— Adam","Subject: Re: Stomatologia Heydukova

Dobrý deň,
len bump: ak by AI recepcia vyriešila jednu vec, čo by to bolo skôr?
1) objednávanie/preobjednávanie termínov, alebo
2) odpovedanie na opakované otázky pacientov?

Odpoveď “1” alebo “2” mi stačí.

— Adam","Subject: Stomatologia Heydukova – mini ukážka bez záväzku

Dobrý deň,
viem spraviť 30‑sekundovú ukážku presne pre Stomatologia Heydukova: ako by AI zobrala hovor, zistila dôvod, navrhla termín a odovzdala to tímu.

Ak to nie je téma, stačí napísať “stop” a už nebudem pingovať.

— Adam",dentist
